pairs/category,pairs/pairID,pairs/pairLevel,pairs/video1,pairs/video1Level,pairs/video2,pairs/video2Level
Comedy,0,viral-high,7288016476928216363,viral,7295114410094382369,high
Comedy,1,viral-high,7291024363799760171,high,7288016476928216363,viral
Comedy,2,viral-high,7288016476928216363,viral,7305554824894926123,high
Comedy,3,viral-high,7297370558558211371,high,7288016476928216363,viral
Comedy,4,viral-high,7311427137628605738,high,7288016476928216363,viral
Comedy,5,viral-high,7356348696285482282,high,7288016476928216363,viral
Comedy,6,viral-high,7288016476928216363,viral,7354933754755845418,high
Comedy,7,viral-high,7354048737544506657,high,7288016476928216363,viral
Comedy,8,viral-high,7288016476928216363,viral,7353852457929280810,high
Comedy,9,viral-high,7288016476928216363,viral,7339406908924890369,high
Comedy,10,viral-high,7288016476928216363,viral,7348770590053944577,high
Comedy,11,viral-high,7288016476928216363,viral,7348573721084349742,high
Comedy,12,viral-high,7288016476928216363,viral,7353414299001310495,high
Comedy,13,viral-high,7288016476928216363,viral,7352981264670100782,high
Comedy,14,viral-medium,7288016476928216363,viral,7280563062678113537,medium
Comedy,15,viral-medium,7288016476928216363,viral,7287330797407702303,medium
Comedy,16,viral-medium,7312271032906190123,medium,7288016476928216363,viral
Comedy,17,viral-medium,7288016476928216363,viral,7330000273399745835,medium
Comedy,18,viral-medium,7352002535462505774,medium,7288016476928216363,viral
Comedy,19,viral-medium,7288016476928216363,viral,7351670946459159851,medium
Comedy,20,viral-medium,7351144574661774635,medium,7288016476928216363,viral
Comedy,21,viral-medium,7350918067708300587,medium,7288016476928216363,viral
Comedy,22,viral-medium,7340687233269140779,medium,7288016476928216363,viral
Comedy,23,viral-medium,7288016476928216363,viral,7338552968515439905,medium
Comedy,24,viral-medium,7348942217689451806,medium,7288016476928216363,viral
Comedy,25,viral-medium,7341796912883862814,medium,7288016476928216363,viral
Comedy,26,viral-low,7208612613729701162,low,7288016476928216363,viral
Comedy,27,viral-low,7288016476928216363,viral,7325810109223800110,low
Comedy,28,viral-low,7350772960304844078,low,7288016476928216363,viral
Comedy,29,viral-low,7288016476928216363,viral,7350708324125445408,low
Comedy,30,viral-low,7321819022452968734,low,7288016476928216363,viral
Comedy,31,viral-low,7288016476928216363,viral,7348972113509813547,low
Comedy,32,viral-low,7348132530765303083,low,7288016476928216363,viral
Comedy,33,viral-low,7336724718667451690,low,7288016476928216363,viral
Comedy,34,viral-low,7347043177376795937,low,7288016476928216363,viral
Comedy,35,viral-low,7288016476928216363,viral,7345739405945998610,low
Comedy,36,viral-low,7288016476928216363,viral,7343760551085935914,low
Comedy,37,viral-low,7331211859476876575,low,7288016476928216363,viral
Comedy,38,viral-low,7343116185057217823,low,7288016476928216363,viral
Comedy,39,viral-very_low,7269888512764267808,very_low,7288016476928216363,viral
Comedy,40,viral-very_low,7288016476928216363,viral,7278423335225003296,very_low
Comedy,41,viral-very_low,7288016476928216363,viral,7292882113014123819,very_low
Comedy,42,viral-very_low,7288016476928216363,viral,7296967605263338784,very_low
Comedy,43,viral-very_low,7288016476928216363,viral,7312852220582661419,very_low
Comedy,44,viral-very_low,7311356836651732266,very_low,7288016476928216363,viral
Comedy,45,viral-very_low,7288016476928216363,viral,7350028979115429163,very_low
Comedy,46,viral-very_low,7355510634924018986,very_low,7288016476928216363,viral
Comedy,47,viral-very_low,7288016476928216363,viral,7340853821226175787,very_low
Comedy,48,viral-very_low,7288016476928216363,viral,7340772433810443550,very_low
Comedy,49,viral-very_low,7339937331039767841,very_low,7288016476928216363,viral
Comedy,50,viral-very_low,7339745900022992171,very_low,7288016476928216363,viral
Comedy,51,viral-very_low,7348094032645573920,very_low,7288016476928216363,viral
Comedy,52,viral-very_low,7288016476928216363,viral,7352951753567915310,very_low
Comedy,53,viral-very_low,7352906839786278177,very_low,7288016476928216363,viral
Comedy,54,viral-very_low,7337752906247982368,very_low,7288016476928216363,viral
Comedy,55,viral-very_low,7288016476928216363,viral,7336226316993269034,very_low
Comedy,56,viral-very_low,7335719362659192065,very_low,7288016476928216363,viral
Comedy,57,viral-very_low,7335076878912343328,very_low,7288016476928216363,viral
Comedy,58,viral-very_low,7288016476928216363,viral,7334949225635106094,very_low
Comedy,59,viral-very_low,7344640925726969119,very_low,7288016476928216363,viral
Comedy,60,viral-high,7295114410094382369,high,7296733697607224619,viral
Comedy,61,viral-high,7296733697607224619,viral,7291024363799760171,high
Comedy,62,viral-high,7305554824894926123,high,7296733697607224619,viral
Comedy,63,viral-high,7296733697607224619,viral,7297370558558211371,high
Comedy,64,viral-high,7296733697607224619,viral,7311427137628605738,high
Comedy,65,viral-high,7296733697607224619,viral,7356348696285482282,high
Comedy,66,viral-high,7296733697607224619,viral,7354933754755845418,high
Comedy,67,viral-high,7296733697607224619,viral,7354048737544506657,high
Comedy,68,viral-high,7353852457929280810,high,7296733697607224619,viral
Comedy,69,viral-high,7296733697607224619,viral,7339406908924890369,high
Comedy,70,viral-high,7296733697607224619,viral,7348770590053944577,high
Comedy,71,viral-high,7296733697607224619,viral,7348573721084349742,high
Comedy,72,viral-high,7353414299001310495,high,7296733697607224619,viral
Comedy,73,viral-high,7296733697607224619,viral,7352981264670100782,high
Comedy,74,viral-medium,7280563062678113537,medium,7296733697607224619,viral
Comedy,75,viral-medium,7296733697607224619,viral,7287330797407702303,medium
Comedy,76,viral-medium,7312271032906190123,medium,7296733697607224619,viral
Comedy,77,viral-medium,7296733697607224619,viral,7330000273399745835,medium
Comedy,78,viral-medium,7296733697607224619,viral,7352002535462505774,medium
Comedy,79,viral-medium,7296733697607224619,viral,7351670946459159851,medium
Comedy,80,viral-medium,7351144574661774635,medium,7296733697607224619,viral
Comedy,81,viral-medium,7350918067708300587,medium,7296733697607224619,viral
Comedy,82,viral-medium,7296733697607224619,viral,7340687233269140779,medium
Comedy,83,viral-medium,7296733697607224619,viral,7338552968515439905,medium
Comedy,84,viral-medium,7296733697607224619,viral,7348942217689451806,medium
Comedy,85,viral-medium,7296733697607224619,viral,7341796912883862814,medium
Comedy,86,viral-low,7296733697607224619,viral,7208612613729701162,low
Comedy,87,viral-low,7325810109223800110,low,7296733697607224619,viral
Comedy,88,viral-low,7350772960304844078,low,7296733697607224619,viral
Comedy,89,viral-low,7296733697607224619,viral,7350708324125445408,low
Comedy,90,viral-low,7321819022452968734,low,7296733697607224619,viral
Comedy,91,viral-low,7348972113509813547,low,7296733697607224619,viral
Comedy,92,viral-low,7296733697607224619,viral,7348132530765303083,low
Comedy,93,viral-low,7296733697607224619,viral,7336724718667451690,low
Comedy,94,viral-low,7347043177376795937,low,7296733697607224619,viral
Comedy,95,viral-low,7296733697607224619,viral,7345739405945998610,low
Comedy,96,viral-low,7296733697607224619,viral,7343760551085935914,low
Comedy,97,viral-low,7331211859476876575,low,7296733697607224619,viral
Comedy,98,viral-low,7343116185057217823,low,7296733697607224619,viral
Comedy,99,viral-very_low,7296733697607224619,viral,7269888512764267808,very_low
Comedy,100,viral-very_low,7296733697607224619,viral,7278423335225003296,very_low
Comedy,101,viral-very_low,7292882113014123819,very_low,7296733697607224619,viral
Comedy,102,viral-very_low,7296967605263338784,very_low,7296733697607224619,viral
Comedy,103,viral-very_low,7312852220582661419,very_low,7296733697607224619,viral
Comedy,104,viral-very_low,7311356836651732266,very_low,7296733697607224619,viral
Comedy,105,viral-very_low,7350028979115429163,very_low,7296733697607224619,viral
Comedy,106,viral-very_low,7355510634924018986,very_low,7296733697607224619,viral
Comedy,107,viral-very_low,7340853821226175787,very_low,7296733697607224619,viral
Comedy,108,viral-very_low,7296733697607224619,viral,7340772433810443550,very_low
Comedy,109,viral-very_low,7339937331039767841,very_low,7296733697607224619,viral
Comedy,110,viral-very_low,7339745900022992171,very_low,7296733697607224619,viral
Comedy,111,viral-very_low,7348094032645573920,very_low,7296733697607224619,viral
Comedy,112,viral-very_low,7352951753567915310,very_low,7296733697607224619,viral
Comedy,113,viral-very_low,7296733697607224619,viral,7352906839786278177,very_low
Comedy,114,viral-very_low,7337752906247982368,very_low,7296733697607224619,viral
Comedy,115,viral-very_low,7296733697607224619,viral,7336226316993269034,very_low
Comedy,116,viral-very_low,7296733697607224619,viral,7335719362659192065,very_low
Comedy,117,viral-very_low,7296733697607224619,viral,7335076878912343328,very_low
Comedy,118,viral-very_low,7296733697607224619,viral,7334949225635106094,very_low
Comedy,119,viral-very_low,7344640925726969119,very_low,7296733697607224619,viral
Comedy,120,viral-high,7350021963223584046,viral,7295114410094382369,high
Comedy,121,viral-high,7350021963223584046,viral,7291024363799760171,high
Comedy,122,viral-high,7350021963223584046,viral,7305554824894926123,high
Comedy,123,viral-high,7350021963223584046,viral,7297370558558211371,high
Comedy,124,viral-high,7311427137628605738,high,7350021963223584046,viral
Comedy,125,viral-high,7350021963223584046,viral,7356348696285482282,high
Comedy,126,viral-high,7350021963223584046,viral,7354933754755845418,high
Comedy,127,viral-high,7350021963223584046,viral,7354048737544506657,high
Comedy,128,viral-high,7350021963223584046,viral,7353852457929280810,high
Comedy,129,viral-high,7350021963223584046,viral,7339406908924890369,high
Comedy,130,viral-high,7348770590053944577,high,7350021963223584046,viral
Comedy,131,viral-high,7348573721084349742,high,7350021963223584046,viral
Comedy,132,viral-high,7350021963223584046,viral,7353414299001310495,high
Comedy,133,viral-high,7352981264670100782,high,7350021963223584046,viral
Comedy,134,viral-medium,7280563062678113537,medium,7350021963223584046,viral
Comedy,135,viral-medium,7350021963223584046,viral,7287330797407702303,medium
Comedy,136,viral-medium,7350021963223584046,viral,7312271032906190123,medium
Comedy,137,viral-medium,7350021963223584046,viral,7330000273399745835,medium
Comedy,138,viral-medium,7352002535462505774,medium,7350021963223584046,viral
Comedy,139,viral-medium,7350021963223584046,viral,7351670946459159851,medium
Comedy,140,viral-medium,7350021963223584046,viral,7351144574661774635,medium
Comedy,141,viral-medium,7350918067708300587,medium,7350021963223584046,viral
Comedy,142,viral-medium,7350021963223584046,viral,7340687233269140779,medium
Comedy,143,viral-medium,7350021963223584046,viral,7338552968515439905,medium
Comedy,144,viral-medium,7350021963223584046,viral,7348942217689451806,medium
Comedy,145,viral-medium,7350021963223584046,viral,7341796912883862814,medium
Comedy,146,viral-low,7350021963223584046,viral,7208612613729701162,low
Comedy,147,viral-low,7325810109223800110,low,7350021963223584046,viral
Comedy,148,viral-low,7350772960304844078,low,7350021963223584046,viral
Comedy,149,viral-low,7350708324125445408,low,7350021963223584046,viral
Comedy,150,viral-low,7321819022452968734,low,7350021963223584046,viral
Comedy,151,viral-low,7350021963223584046,viral,7348972113509813547,low
Comedy,152,viral-low,7348132530765303083,low,7350021963223584046,viral
Comedy,153,viral-low,7336724718667451690,low,7350021963223584046,viral
Comedy,154,viral-low,7350021963223584046,viral,7347043177376795937,low
Comedy,155,viral-low,7345739405945998610,low,7350021963223584046,viral
Comedy,156,viral-low,7350021963223584046,viral,7343760551085935914,low
Comedy,157,viral-low,7350021963223584046,viral,7331211859476876575,low
Comedy,158,viral-low,7350021963223584046,viral,7343116185057217823,low
Comedy,159,viral-very_low,7350021963223584046,viral,7269888512764267808,very_low
Comedy,160,viral-very_low,7350021963223584046,viral,7278423335225003296,very_low
Comedy,161,viral-very_low,7292882113014123819,very_low,7350021963223584046,viral
Comedy,162,viral-very_low,7296967605263338784,very_low,7350021963223584046,viral
Comedy,163,viral-very_low,7312852220582661419,very_low,7350021963223584046,viral
Comedy,164,viral-very_low,7311356836651732266,very_low,7350021963223584046,viral
Comedy,165,viral-very_low,7350028979115429163,very_low,7350021963223584046,viral
Comedy,166,viral-very_low,7350021963223584046,viral,7355510634924018986,very_low
Comedy,167,viral-very_low,7340853821226175787,very_low,7350021963223584046,viral
Comedy,168,viral-very_low,7340772433810443550,very_low,7350021963223584046,viral
Comedy,169,viral-very_low,7350021963223584046,viral,7339937331039767841,very_low
Comedy,170,viral-very_low,7350021963223584046,viral,7339745900022992171,very_low
Comedy,171,viral-very_low,7348094032645573920,very_low,7350021963223584046,viral
Comedy,172,viral-very_low,7352951753567915310,very_low,7350021963223584046,viral
Comedy,173,viral-very_low,7350021963223584046,viral,7352906839786278177,very_low
Comedy,174,viral-very_low,7337752906247982368,very_low,7350021963223584046,viral
Comedy,175,viral-very_low,7336226316993269034,very_low,7350021963223584046,viral
Comedy,176,viral-very_low,7350021963223584046,viral,7335719362659192065,very_low
Comedy,177,viral-very_low,7350021963223584046,viral,7335076878912343328,very_low
Comedy,178,viral-very_low,7334949225635106094,very_low,7350021963223584046,viral
Comedy,179,viral-very_low,7350021963223584046,viral,7344640925726969119,very_low
Comedy,180,viral-high,7295114410094382369,high,7348870181407722798,viral
Comedy,181,viral-high,7348870181407722798,viral,7291024363799760171,high
Comedy,182,viral-high,7305554824894926123,high,7348870181407722798,viral
Comedy,183,viral-high,7348870181407722798,viral,7297370558558211371,high
Comedy,184,viral-high,7348870181407722798,viral,7311427137628605738,high
Comedy,185,viral-high,7356348696285482282,high,7348870181407722798,viral
Comedy,186,viral-high,7354933754755845418,high,7348870181407722798,viral
Comedy,187,viral-high,7354048737544506657,high,7348870181407722798,viral
Comedy,188,viral-high,7353852457929280810,high,7348870181407722798,viral
Comedy,189,viral-high,7339406908924890369,high,7348870181407722798,viral
Comedy,190,viral-high,7348770590053944577,high,7348870181407722798,viral
Comedy,191,viral-high,7348573721084349742,high,7348870181407722798,viral
Comedy,192,viral-high,7353414299001310495,high,7348870181407722798,viral
Comedy,193,viral-high,7348870181407722798,viral,7352981264670100782,high
Comedy,194,viral-medium,7280563062678113537,medium,7348870181407722798,viral
Comedy,195,viral-medium,7348870181407722798,viral,7287330797407702303,medium
Comedy,196,viral-medium,7348870181407722798,viral,7312271032906190123,medium
Comedy,197,viral-medium,7330000273399745835,medium,7348870181407722798,viral
Comedy,198,viral-medium,7352002535462505774,medium,7348870181407722798,viral
Comedy,199,viral-medium,7351670946459159851,medium,7348870181407722798,viral
Comedy,200,viral-medium,7348870181407722798,viral,7351144574661774635,medium
Comedy,201,viral-medium,7350918067708300587,medium,7348870181407722798,viral
Comedy,202,viral-medium,7340687233269140779,medium,7348870181407722798,viral
Comedy,203,viral-medium,7348870181407722798,viral,7338552968515439905,medium
Comedy,204,viral-medium,7348870181407722798,viral,7348942217689451806,medium
Comedy,205,viral-medium,7341796912883862814,medium,7348870181407722798,viral
Comedy,206,viral-low,7208612613729701162,low,7348870181407722798,viral
Comedy,207,viral-low,7348870181407722798,viral,7325810109223800110,low
Comedy,208,viral-low,7348870181407722798,viral,7350772960304844078,low
Comedy,209,viral-low,7348870181407722798,viral,7350708324125445408,low
Comedy,210,viral-low,7321819022452968734,low,7348870181407722798,viral
Comedy,211,viral-low,7348972113509813547,low,7348870181407722798,viral
Comedy,212,viral-low,7348870181407722798,viral,7348132530765303083,low
Comedy,213,viral-low,7336724718667451690,low,7348870181407722798,viral
Comedy,214,viral-low,7347043177376795937,low,7348870181407722798,viral
Comedy,215,viral-low,7348870181407722798,viral,7345739405945998610,low
Comedy,216,viral-low,7343760551085935914,low,7348870181407722798,viral
Comedy,217,viral-low,7331211859476876575,low,7348870181407722798,viral
Comedy,218,viral-low,7343116185057217823,low,7348870181407722798,viral
Comedy,219,viral-very_low,7269888512764267808,very_low,7348870181407722798,viral
Comedy,220,viral-very_low,7348870181407722798,viral,7278423335225003296,very_low
Comedy,221,viral-very_low,7348870181407722798,viral,7292882113014123819,very_low
Comedy,222,viral-very_low,7348870181407722798,viral,7296967605263338784,very_low
Comedy,223,viral-very_low,7312852220582661419,very_low,7348870181407722798,viral
Comedy,224,viral-very_low,7311356836651732266,very_low,7348870181407722798,viral
Comedy,225,viral-very_low,7348870181407722798,viral,7350028979115429163,very_low
Comedy,226,viral-very_low,7348870181407722798,viral,7355510634924018986,very_low
Comedy,227,viral-very_low,7340853821226175787,very_low,7348870181407722798,viral
Comedy,228,viral-very_low,7348870181407722798,viral,7340772433810443550,very_low
Comedy,229,viral-very_low,7339937331039767841,very_low,7348870181407722798,viral
Comedy,230,viral-very_low,7348870181407722798,viral,7339745900022992171,very_low
Comedy,231,viral-very_low,7348094032645573920,very_low,7348870181407722798,viral
Comedy,232,viral-very_low,7348870181407722798,viral,7352951753567915310,very_low
Comedy,233,viral-very_low,7352906839786278177,very_low,7348870181407722798,viral
Comedy,234,viral-very_low,7348870181407722798,viral,7337752906247982368,very_low
Comedy,235,viral-very_low,7336226316993269034,very_low,7348870181407722798,viral
Comedy,236,viral-very_low,7348870181407722798,viral,7335719362659192065,very_low
Comedy,237,viral-very_low,7348870181407722798,viral,7335076878912343328,very_low
Comedy,238,viral-very_low,7348870181407722798,viral,7334949225635106094,very_low
Comedy,239,viral-very_low,7344640925726969119,very_low,7348870181407722798,viral
Comedy,240,viral-high,7343393805854395680,viral,7295114410094382369,high
Comedy,241,viral-high,7343393805854395680,viral,7291024363799760171,high
Comedy,242,viral-high,7305554824894926123,high,7343393805854395680,viral
Comedy,243,viral-high,7343393805854395680,viral,7297370558558211371,high
Comedy,244,viral-high,7311427137628605738,high,7343393805854395680,viral
Comedy,245,viral-high,7356348696285482282,high,7343393805854395680,viral
Comedy,246,viral-high,7343393805854395680,viral,7354933754755845418,high
Comedy,247,viral-high,7343393805854395680,viral,7354048737544506657,high
Comedy,248,viral-high,7353852457929280810,high,7343393805854395680,viral
Comedy,249,viral-high,7343393805854395680,viral,7339406908924890369,high
Comedy,250,viral-high,7343393805854395680,viral,7348770590053944577,high
Comedy,251,viral-high,7343393805854395680,viral,7348573721084349742,high
Comedy,252,viral-high,7353414299001310495,high,7343393805854395680,viral
Comedy,253,viral-high,7343393805854395680,viral,7352981264670100782,high
Comedy,254,viral-medium,7343393805854395680,viral,7280563062678113537,medium
Comedy,255,viral-medium,7287330797407702303,medium,7343393805854395680,viral
Comedy,256,viral-medium,7343393805854395680,viral,7312271032906190123,medium
Comedy,257,viral-medium,7330000273399745835,medium,7343393805854395680,viral
Comedy,258,viral-medium,7343393805854395680,viral,7352002535462505774,medium
Comedy,259,viral-medium,7351670946459159851,medium,7343393805854395680,viral
Comedy,260,viral-medium,7343393805854395680,viral,7351144574661774635,medium
Comedy,261,viral-medium,7343393805854395680,viral,7350918067708300587,medium
Comedy,262,viral-medium,7343393805854395680,viral,7340687233269140779,medium
Comedy,263,viral-medium,7338552968515439905,medium,7343393805854395680,viral
Comedy,264,viral-medium,7348942217689451806,medium,7343393805854395680,viral
Comedy,265,viral-medium,7341796912883862814,medium,7343393805854395680,viral
Comedy,266,viral-low,7343393805854395680,viral,7208612613729701162,low
Comedy,267,viral-low,7325810109223800110,low,7343393805854395680,viral
Comedy,268,viral-low,7343393805854395680,viral,7350772960304844078,low
Comedy,269,viral-low,7343393805854395680,viral,7350708324125445408,low
Comedy,270,viral-low,7343393805854395680,viral,7321819022452968734,low
Comedy,271,viral-low,7348972113509813547,low,7343393805854395680,viral
Comedy,272,viral-low,7348132530765303083,low,7343393805854395680,viral
Comedy,273,viral-low,7343393805854395680,viral,7336724718667451690,low
Comedy,274,viral-low,7343393805854395680,viral,7347043177376795937,low
Comedy,275,viral-low,7343393805854395680,viral,7345739405945998610,low
Comedy,276,viral-low,7343393805854395680,viral,7343760551085935914,low
Comedy,277,viral-low,7331211859476876575,low,7343393805854395680,viral
Comedy,278,viral-low,7343116185057217823,low,7343393805854395680,viral
Comedy,279,viral-very_low,7343393805854395680,viral,7269888512764267808,very_low
Comedy,280,viral-very_low,7343393805854395680,viral,7278423335225003296,very_low
Comedy,281,viral-very_low,7343393805854395680,viral,7292882113014123819,very_low
Comedy,282,viral-very_low,7296967605263338784,very_low,7343393805854395680,viral
Comedy,283,viral-very_low,7312852220582661419,very_low,7343393805854395680,viral
Comedy,284,viral-very_low,7343393805854395680,viral,7311356836651732266,very_low
Comedy,285,viral-very_low,7350028979115429163,very_low,7343393805854395680,viral
Comedy,286,viral-very_low,7355510634924018986,very_low,7343393805854395680,viral
Comedy,287,viral-very_low,7340853821226175787,very_low,7343393805854395680,viral
Comedy,288,viral-very_low,7343393805854395680,viral,7340772433810443550,very_low
Comedy,289,viral-very_low,7343393805854395680,viral,7339937331039767841,very_low
Comedy,290,viral-very_low,7343393805854395680,viral,7339745900022992171,very_low
Comedy,291,viral-very_low,7348094032645573920,very_low,7343393805854395680,viral
Comedy,292,viral-very_low,7352951753567915310,very_low,7343393805854395680,viral
Comedy,293,viral-very_low,7352906839786278177,very_low,7343393805854395680,viral
Comedy,294,viral-very_low,7343393805854395680,viral,7337752906247982368,very_low
Comedy,295,viral-very_low,7336226316993269034,very_low,7343393805854395680,viral
Comedy,296,viral-very_low,7335719362659192065,very_low,7343393805854395680,viral
Comedy,297,viral-very_low,7343393805854395680,viral,7335076878912343328,very_low
Comedy,298,viral-very_low,7343393805854395680,viral,7334949225635106094,very_low
Comedy,299,viral-very_low,7343393805854395680,viral,7344640925726969119,very_low
Comedy,300,high-medium,7280563062678113537,medium,7295114410094382369,high
Comedy,301,high-medium,7287330797407702303,medium,7295114410094382369,high
Comedy,302,high-medium,7312271032906190123,medium,7295114410094382369,high
Comedy,303,high-medium,7330000273399745835,medium,7295114410094382369,high
Comedy,304,high-medium,7352002535462505774,medium,7295114410094382369,high
Comedy,305,high-medium,7295114410094382369,high,7351670946459159851,medium
Comedy,306,high-medium,7295114410094382369,high,7351144574661774635,medium
Comedy,307,high-medium,7350918067708300587,medium,7295114410094382369,high
Comedy,308,high-medium,7295114410094382369,high,7340687233269140779,medium
Comedy,309,high-medium,7295114410094382369,high,7338552968515439905,medium
Comedy,310,high-medium,7295114410094382369,high,7348942217689451806,medium
Comedy,311,high-medium,7295114410094382369,high,7341796912883862814,medium
Comedy,312,high-low,7208612613729701162,low,7295114410094382369,high
Comedy,313,high-low,7295114410094382369,high,7325810109223800110,low
Comedy,314,high-low,7350772960304844078,low,7295114410094382369,high
Comedy,315,high-low,7295114410094382369,high,7350708324125445408,low
Comedy,316,high-low,7295114410094382369,high,7321819022452968734,low
Comedy,317,high-low,7295114410094382369,high,7348972113509813547,low
Comedy,318,high-low,7295114410094382369,high,7348132530765303083,low
Comedy,319,high-low,7336724718667451690,low,7295114410094382369,high
Comedy,320,high-low,7295114410094382369,high,7347043177376795937,low
Comedy,321,high-low,7345739405945998610,low,7295114410094382369,high
Comedy,322,high-low,7295114410094382369,high,7343760551085935914,low
Comedy,323,high-low,7331211859476876575,low,7295114410094382369,high
Comedy,324,high-low,7295114410094382369,high,7343116185057217823,low
Comedy,325,high-very_low,7295114410094382369,high,7269888512764267808,very_low
Comedy,326,high-very_low,7295114410094382369,high,7278423335225003296,very_low
Comedy,327,high-very_low,7295114410094382369,high,7292882113014123819,very_low
Comedy,328,high-very_low,7296967605263338784,very_low,7295114410094382369,high
Comedy,329,high-very_low,7295114410094382369,high,7312852220582661419,very_low
Comedy,330,high-very_low,7311356836651732266,very_low,7295114410094382369,high
Comedy,331,high-very_low,7350028979115429163,very_low,7295114410094382369,high
Comedy,332,high-very_low,7355510634924018986,very_low,7295114410094382369,high
Comedy,333,high-very_low,7340853821226175787,very_low,7295114410094382369,high
Comedy,334,high-very_low,7340772433810443550,very_low,7295114410094382369,high
Comedy,335,high-very_low,7295114410094382369,high,7339937331039767841,very_low
Comedy,336,high-very_low,7295114410094382369,high,7339745900022992171,very_low
Comedy,337,high-very_low,7348094032645573920,very_low,7295114410094382369,high
Comedy,338,high-very_low,7295114410094382369,high,7352951753567915310,very_low
Comedy,339,high-very_low,7352906839786278177,very_low,7295114410094382369,high
Comedy,340,high-very_low,7337752906247982368,very_low,7295114410094382369,high
Comedy,341,high-very_low,7295114410094382369,high,7336226316993269034,very_low
Comedy,342,high-very_low,7335719362659192065,very_low,7295114410094382369,high
Comedy,343,high-very_low,7335076878912343328,very_low,7295114410094382369,high
Comedy,344,high-very_low,7334949225635106094,very_low,7295114410094382369,high
Comedy,345,high-very_low,7295114410094382369,high,7344640925726969119,very_low
Comedy,346,high-medium,7280563062678113537,medium,7291024363799760171,high
Comedy,347,high-medium,7291024363799760171,high,7287330797407702303,medium
Comedy,348,high-medium,7291024363799760171,high,7312271032906190123,medium
Comedy,349,high-medium,7291024363799760171,high,7330000273399745835,medium
Comedy,350,high-medium,7291024363799760171,high,7352002535462505774,medium
Comedy,351,high-medium,7351670946459159851,medium,7291024363799760171,high
Comedy,352,high-medium,7351144574661774635,medium,7291024363799760171,high
Comedy,353,high-medium,7291024363799760171,high,7350918067708300587,medium
Comedy,354,high-medium,7340687233269140779,medium,7291024363799760171,high
Comedy,355,high-medium,7338552968515439905,medium,7291024363799760171,high
Comedy,356,high-medium,7291024363799760171,high,7348942217689451806,medium
Comedy,357,high-medium,7291024363799760171,high,7341796912883862814,medium
Comedy,358,high-low,7291024363799760171,high,7208612613729701162,low
Comedy,359,high-low,7325810109223800110,low,7291024363799760171,high
Comedy,360,high-low,7350772960304844078,low,7291024363799760171,high
Comedy,361,high-low,7291024363799760171,high,7350708324125445408,low
Comedy,362,high-low,7321819022452968734,low,7291024363799760171,high
Comedy,363,high-low,7348972113509813547,low,7291024363799760171,high
Comedy,364,high-low,7348132530765303083,low,7291024363799760171,high
Comedy,365,high-low,7291024363799760171,high,7336724718667451690,low
Comedy,366,high-low,7291024363799760171,high,7347043177376795937,low
Comedy,367,high-low,7291024363799760171,high,7345739405945998610,low
Comedy,368,high-low,7291024363799760171,high,7343760551085935914,low
Comedy,369,high-low,7291024363799760171,high,7331211859476876575,low
Comedy,370,high-low,7343116185057217823,low,7291024363799760171,high
Comedy,371,high-very_low,7291024363799760171,high,7269888512764267808,very_low
Comedy,372,high-very_low,7291024363799760171,high,7278423335225003296,very_low
Comedy,373,high-very_low,7291024363799760171,high,7292882113014123819,very_low
Comedy,374,high-very_low,7296967605263338784,very_low,7291024363799760171,high
Comedy,375,high-very_low,7312852220582661419,very_low,7291024363799760171,high
Comedy,376,high-very_low,7311356836651732266,very_low,7291024363799760171,high
Comedy,377,high-very_low,7350028979115429163,very_low,7291024363799760171,high
Comedy,378,high-very_low,7355510634924018986,very_low,7291024363799760171,high
Comedy,379,high-very_low,7291024363799760171,high,7340853821226175787,very_low
Comedy,380,high-very_low,7340772433810443550,very_low,7291024363799760171,high
Comedy,381,high-very_low,7291024363799760171,high,7339937331039767841,very_low
Comedy,382,high-very_low,7291024363799760171,high,7339745900022992171,very_low
Comedy,383,high-very_low,7291024363799760171,high,7348094032645573920,very_low
Comedy,384,high-very_low,7291024363799760171,high,7352951753567915310,very_low
Comedy,385,high-very_low,7291024363799760171,high,7352906839786278177,very_low
Comedy,386,high-very_low,7337752906247982368,very_low,7291024363799760171,high
Comedy,387,high-very_low,7336226316993269034,very_low,7291024363799760171,high
Comedy,388,high-very_low,7335719362659192065,very_low,7291024363799760171,high
Comedy,389,high-very_low,7335076878912343328,very_low,7291024363799760171,high
Comedy,390,high-very_low,7334949225635106094,very_low,7291024363799760171,high
Comedy,391,high-very_low,7344640925726969119,very_low,7291024363799760171,high
Comedy,392,high-medium,7280563062678113537,medium,7305554824894926123,high
Comedy,393,high-medium,7305554824894926123,high,7287330797407702303,medium
Comedy,394,high-medium,7305554824894926123,high,7312271032906190123,medium
Comedy,395,high-medium,7330000273399745835,medium,7305554824894926123,high
Comedy,396,high-medium,7305554824894926123,high,7352002535462505774,medium
Comedy,397,high-medium,7351670946459159851,medium,7305554824894926123,high
Comedy,398,high-medium,7351144574661774635,medium,7305554824894926123,high
Comedy,399,high-medium,7350918067708300587,medium,7305554824894926123,high
Comedy,400,high-medium,7340687233269140779,medium,7305554824894926123,high
Comedy,401,high-medium,7338552968515439905,medium,7305554824894926123,high
Comedy,402,high-medium,7348942217689451806,medium,7305554824894926123,high
Comedy,403,high-medium,7341796912883862814,medium,7305554824894926123,high
Comedy,404,high-low,7208612613729701162,low,7305554824894926123,high
